                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 2.1745,                 1.3329,                0.91811,                0.78497,                0.58384,                0.66387,                0.26156,                 2.0156,                 1.1185,                0.92556,               0.001802,               0.001802,               0.001802
                     12,                 2.1684,                 1.2933,                0.92449,                0.75384,                0.57559,                0.63815,                0.23677,                 2.0611,                 1.1099,                0.93851,              0.0017822,              0.0017822,              0.0017822
                     13,                  2.157,                 1.2938,                0.92006,                0.79351,                0.56777,                0.65155,                0.25879,                 2.0607,                 1.1448,                0.93257,              0.0017624,              0.0017624,              0.0017624
                     14,                 2.1778,                 1.2643,                 0.9163,                0.83281,                0.58167,                0.66841,                0.26374,                 1.9982,                 1.0879,                0.92279,              0.0017426,              0.0017426,              0.0017426
                     15,                 2.1579,                 1.2827,                0.92579,                0.81724,                0.57906,                0.67006,                0.27436,                 1.9773,                 1.0581,                0.91823,              0.0017228,              0.0017228,              0.0017228
                     16,                 2.1353,                 1.2368,                0.92289,                0.83121,                0.58036,                0.68032,                0.28016,                 1.9246,                0.99306,                0.91656,               0.001703,               0.001703,               0.001703
                     17,                 2.1535,                 1.2968,                0.92909,                0.82737,                0.60773,                0.67628,                0.26648,                 1.9819,                 1.0429,                0.92086,              0.0016832,              0.0016832,              0.0016832
                     18,                 2.1238,                 1.2176,                0.91815,                 0.8259,                0.62381,                0.69235,                0.28637,                 1.9032,                 1.0322,                0.91195,              0.0016634,              0.0016634,              0.0016634
                     19,                 2.1411,                 1.2435,                0.92444,                0.84083,                0.58746,                0.67174,                0.28298,                 1.9152,                 1.0548,                0.91192,              0.0016436,              0.0016436,              0.0016436
                     20,                 2.1444,                 1.2769,                0.92845,                 0.7892,                0.58221,                0.66762,                 0.2593,                 2.0201,                 1.0499,                0.92222,              0.0016238,              0.0016238,              0.0016238
                     21,                  2.134,                 1.2084,                0.92096,                0.80685,                0.61599,                0.69033,                0.27191,                 1.9806,                 1.0186,                0.92055,               0.001604,               0.001604,               0.001604
                     22,                 2.1286,                 1.2237,                0.90555,                0.82101,                0.63166,                 0.6998,                0.29596,                 1.9043,                 1.0055,                0.91708,              0.0015842,              0.0015842,              0.0015842
                     23,                 2.1135,                 1.1994,                0.91627,                0.80143,                0.60311,                0.67443,                0.26253,                 1.9863,                 1.0244,                0.92058,              0.0015644,              0.0015644,              0.0015644
                     24,                 2.1128,                 1.2358,                0.91505,                0.82473,                0.59074,                0.68758,                0.29447,                 1.9108,                  1.002,                0.91113,              0.0015446,              0.0015446,              0.0015446
                     25,                 2.1066,                 1.1967,                0.91355,                 0.7676,                0.58818,                0.65353,                0.24462,                 2.0429,                  1.075,                0.92444,              0.0015248,              0.0015248,              0.0015248
                     26,                 2.0993,                 1.1818,                0.91146,                 0.8353,                0.62347,                0.70749,                0.28981,                  1.896,                0.97448,                0.91053,               0.001505,               0.001505,               0.001505
                     27,                 2.0484,                 1.1257,                0.89917,                0.84424,                0.62207,                0.70328,                0.30148,                 1.8695,                0.97517,                0.90606,              0.0014852,              0.0014852,              0.0014852
                     28,                 2.0974,                 1.1687,                0.90118,                0.82615,                0.61295,                0.69939,                0.29852,                 1.8699,                 0.9965,                0.90495,              0.0014654,              0.0014654,              0.0014654
                     29,                 2.0619,                 1.1774,                0.91096,                 0.8219,                0.62748,                0.70388,                0.29302,                 1.9094,                0.99095,                0.90933,              0.0014456,              0.0014456,              0.0014456
                     30,                 2.0827,                 1.1995,                0.91759,                0.80889,                0.61034,                0.69426,                0.28794,                 1.9419,                0.98655,                0.91427,              0.0014258,              0.0014258,              0.0014258
                     31,                 2.0605,                 1.1332,                0.91008,                0.83954,                0.63411,                0.71393,                0.30081,                 1.9115,                0.95411,                0.91248,               0.001406,               0.001406,               0.001406
                     32,                 2.0549,                 1.1507,                0.90075,                0.83442,                0.62076,                0.70239,                0.28872,                 1.8977,                0.97929,                0.91143,              0.0013862,              0.0013862,              0.0013862
                     33,                 2.0335,                 1.1037,                 0.8941,                  0.848,                0.60831,                0.70351,                0.29443,                 1.8843,                0.96589,                 0.9042,              0.0013664,              0.0013664,              0.0013664
                     34,                 2.0114,                 1.1237,                0.90105,                0.83626,                0.62467,                 0.7071,                0.29069,                 1.8972,                0.97789,                0.90064,              0.0013466,              0.0013466,              0.0013466
                     35,                 2.0436,                  1.139,                0.90687,                0.84223,                0.62207,                0.70684,                0.30295,                 1.8817,                0.94856,                0.90666,              0.0013268,              0.0013268,              0.0013268
                     36,                 2.0159,                 1.1197,                0.89943,                0.86916,                 0.6118,                0.71733,                0.30773,                 1.8772,                0.94214,                0.91638,               0.001307,               0.001307,               0.001307
                     37,                 2.0055,                 1.0951,                0.88891,                0.85022,                0.64726,                0.72354,                 0.3043,                 1.8902,                0.94339,                0.90276,              0.0012872,              0.0012872,              0.0012872
                     38,                 2.0178,                 1.0774,                0.89998,                0.83838,                0.64031,                0.72581,                0.29655,                 1.8965,                0.95634,                0.90499,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.9937,                 1.0829,                0.89407,                0.84297,                0.62732,                0.71845,                0.30573,                 1.8752,                0.93834,                0.90192,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.9939,                  1.091,                0.89681,                0.86423,                0.63601,                0.72941,                0.31621,                 1.8325,                0.90997,                 0.9014,              0.0012278,              0.0012278,              0.0012278
                     41,                 2.0229,                 1.1008,                 0.9009,                0.87683,                0.63467,                0.72976,                0.31959,                 1.8377,                0.92359,                0.90457,               0.001208,               0.001208,               0.001208
                     42,                 1.9714,                 1.0691,                0.89273,                0.83184,                0.64335,                0.72214,                0.31907,                 1.8025,                0.91432,                0.89714,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.9932,                 1.0636,                0.89353,                0.83386,                0.64753,                0.73157,                0.32226,                 1.8141,                0.91328,                0.89877,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.9672,                 1.0685,                0.88763,                0.83719,                0.62994,                0.71394,                0.31396,                 1.7928,                 0.9178,                 0.8894,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.9952,                 1.0709,                   0.89,                0.83438,                0.63944,                  0.722,                0.29953,                 1.8612,                0.92855,                0.89893,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.9775,                 1.0581,                0.89509,                0.83698,                0.62945,                 0.7089,                0.30371,                  1.861,                0.92463,                0.90236,               0.001109,               0.001109,               0.001109
                     47,                 1.9735,                  1.051,                0.89804,                0.82677,                0.63814,                  0.722,                0.31029,                 1.8317,                0.91232,                0.89663,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.9685,                 1.0808,                0.88957,                0.84667,                0.62554,                0.72177,                0.30771,                 1.8586,                0.91753,                0.89725,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.9529,                 1.0463,                0.89782,                0.87936,                 0.6618,                0.74914,                0.32777,                  1.799,                0.87202,                0.89476,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.9502,                 1.0156,                0.89048,                0.84554,                0.64726,                0.73392,                0.31511,                 1.8352,                 0.8975,                0.89758,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.9185,                  1.014,                0.89341,                0.85672,                0.65508,                0.74608,                0.32094,                 1.8199,                0.88907,                0.89238,                0.00101,                0.00101,                0.00101
                     52,                  1.935,                  1.035,                0.88955,                 0.8256,                0.67039,                0.74377,                0.32414,                 1.7928,                0.89438,                0.89054,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.9357,                 1.0221,                0.89059,                0.86647,                0.65421,                0.73601,                0.32386,                 1.7743,                0.87759,                0.88867,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.9307,                 1.0257,                0.88765,                0.83993,                0.66103,                0.74594,                0.32448,                 1.7846,                 0.8676,                0.88682,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.9316,                  1.029,                0.88788,                0.84047,                0.65725,                0.74568,                0.33378,                 1.7701,                0.86916,                0.88783,              0.0009308,              0.0009308,              0.0009308
                     56,                  1.905,                 0.9975,                0.89249,                0.86299,                  0.643,                0.73333,                0.32655,                 1.7816,                0.86128,                0.88544,               0.000911,               0.000911,               0.000911
                     57,                 1.9383,                  1.013,                0.89142,                0.85973,                0.67363,                0.75961,                0.34084,                 1.7517,                0.85154,                0.88619,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.9284,                 1.0177,                0.89172,                0.85549,                0.65321,                0.73649,                0.32454,                 1.7694,                 0.8809,                0.88886,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.9148,                0.99129,                 0.8876,                0.87178,                0.64683,                0.74874,                0.33368,                 1.7856,                0.85563,                0.88661,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.8984,                 1.0075,                0.88204,                0.83563,                0.65149,                0.73693,                0.32866,                 1.7671,                0.87792,                0.89236,              0.0008318,              0.0008318,              0.0008318
                     61,                  1.885,                0.97614,                0.88883,                0.87713,                0.64553,                 0.7471,                0.33806,                  1.718,                0.82822,                0.88949,               0.000812,               0.000812,               0.000812
                     62,                 1.8578,                0.96376,                  0.881,                0.85239,                0.66638,                0.74855,                0.33291,                 1.7659,                0.85559,                0.89068,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.8994,                0.98152,                0.88272,                0.84936,                 0.6616,                0.75307,                0.33918,                 1.7663,                0.84261,                0.88858,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.8942,                0.99256,                0.89057,                 0.8656,                0.65682,                 0.7507,                0.33244,                 1.7577,                0.85055,                0.88477,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.8729,                0.94143,                0.88249,                0.83482,                0.65986,                0.74135,                0.32287,                 1.7828,                0.84855,                0.88576,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.8695,                0.98844,                0.87484,                0.87759,                0.66681,                0.76076,                0.33807,                 1.7362,                0.82783,                0.88168,               0.000713,               0.000713,               0.000713
                     67,                 1.8742,                0.97367,                0.88401,                0.87179,                0.67029,                0.76341,                0.34878,                 1.7179,                0.82572,                0.88386,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.8496,                0.96984,                0.87364,                0.85513,                0.67246,                0.75646,                0.34177,                 1.7467,                0.81365,                0.88305,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.8628,                 0.9673,                0.88021,                0.84798,                0.67607,                0.75686,                0.34324,                 1.7207,                0.82491,                0.88417,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.8873,                0.97077,                0.87652,                0.88182,                0.65204,                0.75536,                0.33598,                 1.7541,                0.82858,                0.88267,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.8127,                0.92502,                0.87323,                0.86435,                0.66377,                0.75807,                0.34221,                 1.7442,                0.83747,                0.88536,               0.000614,               0.000614,               0.000614
                     72,                  1.834,                0.94149,                0.87783,                0.86004,                0.65669,                0.76029,                 0.3426,                 1.7172,                0.81808,                0.88184,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.8317,                0.91731,                0.87564,                0.85461,                0.67413,                0.76978,                0.34557,                 1.7387,                0.84142,                0.88289,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.8441,                0.92836,                0.88229,                0.86282,                0.67202,                0.76763,                0.34539,                  1.723,                0.82151,                0.88299,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.8173,                0.89584,                0.87576,                0.88129,                0.66435,                0.77057,                0.34796,                 1.7323,                0.82861,                0.88217,              0.0005348,              0.0005348,              0.0005348
                     76,                  1.804,                0.91744,                0.87145,                0.87224,                0.67916,                0.77025,                 0.3477,                  1.724,                0.81765,                0.88105,               0.000515,               0.000515,               0.000515
                     77,                 1.8053,                0.89577,                0.87157,                0.86611,                0.66038,                0.75928,                0.34912,                 1.7017,                0.81889,                0.88007,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.8082,                0.90114,                0.87774,                0.86556,                0.66846,                0.76593,                 0.3505,                 1.7244,                0.81598,                0.88133,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.7974,                0.90651,                0.86547,                0.85902,                0.66705,                0.76354,                0.34976,                 1.7287,                0.82017,                0.88237,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.7945,                0.91073,                0.87307,                0.87114,                0.67542,                 0.7745,                0.35462,                 1.7116,                0.81266,                0.88197,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.8218,                0.92199,                0.87585,                0.87521,                0.66113,                 0.7689,                0.35257,                  1.725,                0.80033,                0.88373,               0.000416,               0.000416,               0.000416
                     82,                 1.7793,                0.87744,                0.86915,                0.86917,                0.67116,                0.77188,                0.34733,                 1.7382,                0.81128,                0.88348,              0.0003962,              0.0003962,              0.0003962
                     83,                  1.816,                0.90129,                0.87762,                0.88915,                0.66203,                0.77561,                0.35117,                 1.7128,                0.79621,                0.88239,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.8168,                0.89708,                0.86893,                0.84846,                0.68332,                0.77227,                0.35269,                 1.6973,                0.79753,                0.87923,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.7699,                0.88711,                0.87221,                 0.8798,                0.67093,                0.77234,                0.35314,                 1.6918,                0.78561,                0.87991,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.8008,                0.90808,                0.87412,                0.86487,                0.68593,                0.77512,                0.35687,                 1.6829,                0.79325,                0.87712,               0.000317,               0.000317,               0.000317
                     87,                 1.7841,                0.90345,                0.87599,                0.85372,                0.68679,                0.77747,                0.36138,                 1.6757,                0.78989,                0.87648,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.7659,                0.88933,                0.87207,                0.85861,                0.68245,                0.77875,                0.35344,                 1.7043,                0.79553,                0.87802,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.7609,                0.87544,                 0.8694,                0.86378,                0.68865,                0.78195,                0.36351,                 1.6831,                0.78837,                0.87501,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.7538,                0.87198,                0.86978,                0.86438,                0.68853,                0.77562,                0.35931,                  1.695,                0.79045,                0.87394,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.7318,                0.87734,                0.85382,                0.83974,                0.68028,                0.77334,                0.35565,                 1.7086,                0.81582,                 0.8793,               0.000218,               0.000218,               0.000218
                     92,                 1.7186,                0.85929,                0.85575,                0.86009,                0.67116,                 0.7699,                0.35435,                 1.7127,                0.81321,                0.88086,              0.0001982,              0.0001982,              0.0001982
                     93,                 1.7263,                0.86913,                0.85744,                0.84593,                0.68853,                0.77313,                 0.3586,                 1.6894,                0.80002,                0.87758,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.7259,                0.86442,                0.84933,                0.86893,                0.67677,                0.77003,                0.35563,                 1.6882,                0.78916,                0.87721,              0.0001586,              0.0001586,              0.0001586
                     95,                 1.7101,                0.84716,                0.85449,                0.88153,                0.68593,                0.78197,                0.35856,                  1.682,                0.78959,                0.87679,              0.0001388,              0.0001388,              0.0001388
                     96,                 1.6875,                0.83825,                0.85125,                0.86952,                0.68506,                0.77964,                0.35698,                 1.7047,                0.78904,                 0.8767,               0.000119,               0.000119,               0.000119
                     97,                 1.6863,                0.85959,                0.85063,                0.87093,                0.68462,                0.77877,                 0.3596,                 1.6768,                0.78511,                 0.8772,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.7022,                0.86059,                0.84888,                0.85833,                 0.6894,                0.77196,                0.35412,                 1.7068,                0.79237,                0.87888,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                  1.689,                0.85218,                0.85288,                0.86326,                 0.6856,                0.77183,                0.35268,                 1.7022,                 0.7898,                0.87835,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                 1.6905,                0.83537,                0.84691,                0.86109,                 0.6813,                 0.7697,                0.35668,                 1.7005,                0.79474,                0.87918,               3.98e-05,               3.98e-05,               3.98e-05
